#;patent_id;app_year;patent_year;Assignee_Org;Assignee 1;CPC;patent_title;patent_abstract;Finales Resultat
672;11790558;2021;2023;Amazon Technologies, Inc.;Amazon Technologies, Inc.;G06T7/97,G06V10/82,G06F18/214,G06N3/0475,G06N3/094,G06N20/00,G06T11/00,G06V10/76,G06V40/16,G06V40/168,G06N3/0455;Generation of synthetic image data with varied attributes;Techniques are generally described for generation of synthetic image data. In some examples, a selection of a first image may be received. The first image may depict at least a first object having a plurality of image attributes representing visual characteristics of the at least the first object. In some examples, a selection of a first image attribute of the plurality of image attributes to be maintained in subsequently-generated images may be received. In various examples, a first machine learning model may generate a second image having the plurality of image attributes. The change in an appearance of the first image attribute may be minimized in the second image while a change in the appearance of other attributes of the plurality of image attributes may be maximized in the second image.;3
673;11790876;2023;2023;Library X Music Inc.;Library X Music Inc.;G10H1/0025,G10H1/38,G10H2210/036,G10H2210/061,G10H2210/066,G10H2210/111,G10H2210/125,G10H2210/145,G10H2210/185,G10H2210/335,G10H2210/576,G10H2240/085,G10H2250/311;Music technique responsible for versioning;"Systems and methods for versioning audio elements used in generation of music are provided. An example method includes receiving musical format data associated with a plurality of audio elements of a melody; determining, based on the musical format data, harmonic and melodic characteristics of each of the plurality of audio elements; matching the harmonic and melodic characteristics to a plurality of chord progressions using predetermined music theory rules, counterpoint rules, and rhythm matching rules; deriving, based on the matching and predetermined melodic movement rules, from the plurality of chord progressions, melodic movement characteristics applicable to using in versioning; and creating, based on the predetermined music theory rules and the melodic movement characteristics, versions of the audio elements that match the chord progressions.";3
674;11790884;2020;2023;Electronic Arts Inc.;Electronic Arts Inc.;G10L13/047,G10L21/003,A63F13/215,A63F13/54,G10L13/033,G10L21/007,G10L25/30;Generating speech in the voice of a player of a video game;A computer-implemented method of generating speech audio in a video game is provided. The method includes inputting, into a synthesizer module, input data that represents speech content. Source acoustic features for the speech content in the voice of a source speaker are generated and are input, along with a speaker embedding associated with a player of the video game into an acoustic feature encoder of a voice convertor. One or more acoustic feature encodings are generated as output of the acoustic feature encoder, which are inputted into an acoustic feature decoder of the voice convertor to generate target acoustic features. The target acoustic features are processed with one or more modules, to generate speech audio in the voice of the player.;3
675;11791018;2019;2023;HRL Laboratories, LLC;HRL Laboratories, LLC;G16C20/10,G06N3/042,G06N3/0464,G06N3/08,G06N3/084,G16C20/20,G16C20/30,G16C20/50,G16C20/70,G16C20/80;System and method for discovering chemically active compounds of a molecule;Described is a system for automatically identifying chemical properties of a molecule. A chemical representation of a molecular structure is converted into atomic features and an adjacency matrix. The atomic features and the adjacency matrix are processed with a neural network, resulting in neural activations corresponding to each atom in the molecular structure. The system determines a probability for each atom quantifying its relevance for a given chemical characteristic. The probabilities are displayed as a graphical representation on the molecular structure, and groups of atoms are identified for the given chemical characteristic from the graphical representation. The identified groups of atoms for the given chemical characteristic are stored in a database, and a new molecule having the given chemical characteristic is designed based on the stored identified groups of atoms.;3
676;11793725;2022;2023;KURE, LLC;KURE, LLC;A61J7/0076,A61J7/02,A61J7/0418,A61J7/0427,A61J7/0481,G06F21/32,G16H10/60,G16H20/13,G16H40/67,A61J2200/30,A61J2200/70,A61J2205/10,A61J2205/60,A61J2205/70;Smart dispensing system;"Embodiments relate to a system comprising a drug dispenser; a user interface to receive a user information; a bio-feedback monitoring device to monitor at least one vital of a user as an input to the bio-feedback monitoring device; a communication module; a processor; a database; a memory; wherein the processor is communicatively coupled with the memory; and wherein the processor is configured to: receive a prescription; dispense a drug through the drug dispenser on authenticating the user information with at least one vital of the user and the prescription; update an inventory of the drug through the communication module; log record of dispensing of the drug; maintain a ledger of the record of dispensing of the drug, use blockchain technology. The output of the bio-feedback monitoring device controls a quantity of drug dispensed from the drug dispenser.";0
677;11797780;2022;2023;INTUIT INC.;INTUIT INC.;G06F40/40,G06F40/216,G06F40/30,G06F40/56,G06T11/60;Context-biased artificial intelligence video generation;A method includes receiving a set of text documents. The method also includes generating a summary of the set of text documents by a set of large language machine learning models. The method further includes generating a set of keywords from the summary by the set of large language machine learning models. The method additionally includes generating an image prompt from the set of keywords by the set of large language machine learning models. The method also includes generating a set of images from the image prompt by a text-to-image machine learning model. The method further includes generating a video clip from the set of images. The method additionally includes presenting the video clip.;5
679;11804022;2023;2023;Illuscio, Inc.;Illuscio, Inc.;G06T19/20,G06F3/011,G06F3/013,G06F3/017,G06F3/0304,G06T2200/24,G06T2219/2004,G06T2219/2016,G06T2219/2021,G06T2219/2024;Systems and methods for generative drawing and customization of three-dimensional (â3Dâ) objects in 3D space using gestures;Disclosed is a system and associated methods for the generative drawing and customization of three-dimensional (â3Dâ) objects in 3D space using hand gestures. The system adapts the hand gestures as intuitive controls for rapidly creating and customizing the 3D objects to have a desired artistic effect or a desired look. The system selects a 3D model of a particular object in response to a first user input, sets a position in a virtual space at which to generate the particular object in response to a mapped position of a first hand gesture tracked in a physical space, and generates a first state representation of the particular object at the position in the virtual space in response to a second hand gesture. The first state representation presents the particular object at one of different modeled stages of the particular object lifecycle.;5
680;11809688;2023;2023;Typeface Inc.;Typeface Inc.;G06F3/0482,G06F3/04812,G06F3/0484,G06F3/04845,G06F40/103,G06F40/186,G06F40/216,G06F40/30,G06F40/44,G06F40/56,G06N3/0475,G06T5/50,G06T5/77,G06T7/11,G06T7/194,G06T11/00,G06V20/62,G06T2200/24,G06T2207/20084;Interactive prompting system for multimodal personalized content generation;"Methods, systems, and computer programs are presented for providing a prompt tool with interactive entry. One method includes operations for providing a multimodal prompt tool for entering textual description of an item to be generated, and detecting an input that is one of a special character entered in the textual description or a mouse action requesting assistance. Furthermore, a menu is presented with options for the item to be generated, and a list of products, previously added to a data store, is obtained. Further, the method includes providing the list of products for selection; in response to a selection of a product from the list of products, including text associated with the selected product in the textual description; and detecting submittal of the textual description. Further, the textual description is entered as input to a generative artificial intelligence (GAI) tool, and causing presentation of items generated by the GAI tool.";5
682;11817079;2023;2023;NANJING SILICON INTELLIGENCE TECHNOLOGY CO., LTD.;NANJING SILICON INTELLIGENCE TECHNOLOGY CO., LTD.;G10L13/047,G10L13/10,G10L25/30,G10L2013/083;GAN-based speech synthesis model and training method;The present disclosure provides a GAN-based speech synthesis model, a training method, and a speech synthesis method. According to the speech synthesis method, to-be-converted text is obtained and is converted into a text phoneme, the text phoneme is further digitized to obtain text data, and the text data is converted into a text vector to be input into a speech synthesis model. In this way, target audio corresponding to the to-be-converted text is obtained. When a target Mel-frequency spectrum is generated by using a trained generator, accuracy of the generated target Mel-frequency spectrum can reach that of a standard Mel-frequency spectrum. Through constant adversary between the generator and a discriminator and the trainings thereof, acoustic losses of the target Mel-frequency spectrum are reduced, and acoustic losses of the target audio generated based on the target Mel-frequency spectrum are also reduced, thereby improving accuracy of audio synthesized from speech.;5
683;11817088;2023;2023;INTUIT INC.;INTUIT INC.;G06F40/274,G10L15/16,G06F40/35,G06N3/044,G06N3/045,G06N3/047,G06N3/08,G06N3/084,G06N7/01,G10L15/197,G06N20/20;Ensemble of machine learning models for real-time predictions in expert electronic chats;An ensemble of machine learning models used for real-time prediction of text for an electronic chat with an expert user. A global machine learning model, e.g., a transformer model, trained with domain specific knowledge makes a domain specific generalized prediction. Another machine learning model, e.g., an n-gram model, learns the specific style of the expert user as the expert user types to generate more natural, more expert user specific text. If specific words cannot be predicted with a desired probability level, another word level machine learning model, e.g., a word completion model, completes the words as the characters are being typed. The ensemble therefore produces real-time, natural, and accurate text that is provided to the expert user. Continuous feedback of the acceptance/rejection of predictions by the expert is used to fine tune one or more machine learning models of the ensemble in real time.;3
684;11823235;2022;2023;INTERNATIONAL BUSINESS MACHINES CORPORATION;INTERNATIONAL BUSINESS MACHINES CORPORATION;G06Q30/0269,G06N3/045,G06N3/08,G06Q30/0276,G06N3/006,G06N3/0475,G06N3/094,G06N20/20;Virtual personalization based on personas;In an approach for identifying a user's interest in a media object and one or more personalities and presenting the user with a visual of how the media object looks on a particular personality, a processor receives a request to determine suitability of the media object for the user. A processor presents the media object to a multilabel classifier to be matched to a set of profile data of the user and a set of data of one or more personalities. A processor receives an output instruction from the multilabel classifier to combine the media object with a particular personality of the one or more personalities. A processor generates a combined media object of the media object with the particular personality using a generative adversarial neural network. A processor inserts the combined media object into an advertising template to generate an advertisement. A processor presents the advertisement to the user.;3
685;11829474;2023;2023;JIANGNAN UNIVERSITY;JIANGNAN UNIVERSITY;G06F21/566,G06F18/2415,G06F2221/034,Y02D10/00;Text classification backdoor attack prediction method, system, and device;"The present invention provides a text classification backdoor attack method, system, device and a computer storage medium. The method includes: training a pretraining model by using a clean training set to obtain a clean model; generating a pseudo label data set by using a positioning label generator; performing multi-task training on a Sequence-to-Sequence model by using the pseudo label data set to obtain a locator model; generating a backdoor data set by using the locator model; and training the clean model by using the backdoor data set to obtain a dirty model. A pseudo label data set is generated by using a pretrained clean model without manual annotation. A backdoor attack location in a text sequence may be dynamically predicted by using a locator model based on a Sequence-to-Sequence and multi-task learning architecture without manual intervention, and a performance indicator obtained by dynamically selecting an attack location is better.";0
686;11830159;2022;2023;Flawless Holding Limited;Flawless Holding Limited;G06T19/20,G06T3/4046,G06T11/60,G06T13/40,G10L15/02,G10L25/30,G10L25/57,H04N5/2224,H04N5/272,G06T2200/24,G06T2219/2021,G10L21/10,G10L2015/025;Generative films;Obtaining input video data depicting footage of an object, obtaining current values of a set of adjustable parameters of an object representation model comprising a neural network and arranged to generate animated representations of the object using the neural network in which a geometry of the object is controllable by the set of adjustable parameters. For a plurality of iterations, using the object representation model to generate a video layer comprising an animated representation of the object in which the geometry of the object corresponds to the current values of the set of adjustable parameters, presenting composite video data comprising the video layer overlaid on the object in the input video data, and updating the current values of the set of adjustable parameters in response to user input via the user interface.;3
687;11830463;2023;2023;Library X Music Inc.;Library X Music Inc.;G10H1/0025,G10H2210/111,G10H2210/121,G10H2240/085,G10H2250/311;Automated original track generation engine;"Systems and methods for automated music generation are provided. An example method includes receiving, from a user, a user input including at least one of configuration settings and a musical audio input in the form of audio files or an audio recording; selecting, based on the user input and from a plurality of predetermined musical development scenarios, a musical development scenario including a chronologically ordered sequence of set settings; selecting, based on the musical development scenario, from a plurality of event probability scenarios, an event probability scenario defining a probability of a music element creation event; selecting a plurality of sets of audio elements from a plurality of pre-composed audio elements based on the musical development scenario, the user input, the event probability scenario, and predetermined music theory rules; and synthesizing the plurality of sets of audio elements to generate an audio output for providing to the user.";3
688;11830476;2021;2023;Amazon Technologies, Inc.;Amazon Technologies, Inc.;G06N3/0455,G10L13/10,G06N3/047,G06N3/08,G10L13/033,G10L13/047,G10L13/07,G10L13/086,G10L25/30;Learned condition text-to-speech synthesis;Devices and techniques are generally described for learned condition text-to-speech synthesis. In some examples, first data representing a selection of a type of prosodic expressivity may be received. In some further examples, a selection of content comprising text data may be received. First audio data may be determined that includes an audio representation of the text data. The first audio data may be generated based at least in part on sampling from a first latent distribution generated using a conditional primary variational autoencoder (VAE). The sampling from the first latent distribution may be conditioned on a first learned distribution associated with the type of prosodic expressivity. In various examples, the first audio data may be sent to a first computing device.;3
689;11836680;2022;2023;;;G06Q10/101;System and method for interactive learning;A system for interactive learning has a database of content, the content including spatial, temporal, material, psychological, moral, artistic, philosophical, scientific, and probability elements from which to create a story track. At least one software program is disposed on at least one computer system designed to calculate story vectors from which to craft stories and select learning objectives. A learning management system with at least one user interface is designed to allow at least one or more people to, via at least one or more of video, audio, and text, interact with at least one or more of the software program and people, people inclusive of audience members, characters, actors, clients, and moderators. The software program is designed to direct the story within degrees of freedom calculated from the story vectors to create new story vectors, the story vectors used to create one or more new story tracks.;6
691;11837021;2023;2023;HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY;HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY;G06V10/82,G06V40/176,G06V10/764,G06V10/774,G06V10/806,G06V40/165,G06V40/172,G06V40/174;Compound expression recognition method with few samples of multi-domain adversarial learning;Disclosed is a compound expression recognition method with few samples of multi-domain adversarial learning. To extract compound expression features with diversity and complexity with few samples, multiple small sample datasets are fused, and divided into expression sub-domains, and multi-domain adversarial learning is performed to improve the performance of compound expression recognition. Based on the generative adversarial network framework, the face domain and the contour-independent compound expression domain are fused in the generative network to enhance diversity and complexity, and two discriminators are designed to guide the generator. The face discriminator uses the face domain to guide the generator and identify the generator to generate expression-independent face identity attributes, so that the generator has identity diversity. The compound expression fusing discriminator fuses the basic expression domain and the contour-related compound expression domain together to guide the generator and identify the complexity of the expressions generated by the generator.;3
692;11842144;2023;2023;Rammer Technologies, Inc.;Rammer Technologies, Inc.;G06F40/166,G06F40/35,G06F16/345,G10L15/02,G10L15/04,G10L15/1815,G10L15/22,G10L15/30,G10L15/26;Summarizing conversational speech;Embodiments are directed to summarizing conversational speech. Conversation segments may be provided based on a conversation stream and segmentation models. Summarization models may be determined based on characteristics of the conversation segments. Summarization information may be generated for each of the conversation segments based on the summarization models such that the summarization information includes a text-based summarization of the conversation segment. Summarization profiles may be generated for the conversation segments based on the summarization information such that each summarization profile is associated with quality scores. Summarization models may be modified based on the summarization profiles and the associated quality scores such that the summarization profiles are updated based on the modified summarization models. Modified summarization models and the updated summarization profiles may be employed to provide reports to a user.;4
695;11896902;2023;2024;Electronic Arts Inc.;Electronic Arts Inc.;A63F13/54,A63F13/40,A63F13/67,A63F13/79;Emotion based music style change using deep learning;Various aspects of the subject technology relate to systems, methods, and machine-readable media for changing music of a video game based on a player's emotion. The method includes receiving indicators of emotion comprising in-game attributes of a player in a video game. The method also includes predicting an emotion of the player based on the indicators of emotion from the video game. The method also includes receiving original music from the video game. The method also includes determining an original tone of the original music. The method also includes determining a transformed tone based at least in part on the emotion of the player that was predicted. The method also includes transforming the original tone of the original music to the transformed tone. The method also includes generating transformed music from the original music based on the transformed tone.;5
696;11899148;2023;2024;Institute of Geomechanics, Chinese Academy of Geological Sciences;Institute of Geomechanics, Chinese Academy of Geological Sciences;G01V1/306,G01V1/282,G01V1/301;Seismic imaging free gas structure identification method and system;"The present disclosure relates to a seismic imaging free gas structure identification method and system. The method includes: acquiring a seismic imaging dataset, and annotating free gas structures in the seismic imaging sample data set to obtain a training dataset; using a generative adversarial network (GAN) to expand the training dataset for network training, wherein the GAN includes a generative network and a discrimination network; conducting domain conversion on original label data of the free gas training samples to obtain annotating labels; training a Bayesian neural network according to the free gas training datasets and labels, to obtain a free gas structure identification model; acquiring actual seismic imaging data of a target work area; and conducting, according to the actual seismic imaging data, identification by using the free gas structure identification model.";5
698;11907885;2022;2024;Slate Technologies Inc.;Slate Technologies Inc.;G06F40/30,G06Q10/067,G06N20/20,G06Q10/06315,G06N3/045,G06N3/0475;System and method for computational simulation and augmented/virtual reality in a construction environment;A method for simulating a scenario in a computing environment is described. The method includes determining a user intent of a user from an input received from the user for executing at least one intended task by the user, generating a feature set based on analyzing the user intent, and processing, based on the user intent, at least one data feed received from a database to select at least one plan of action for executing the at least one intended task. At least one plan of action is simulated in a graphical user interface as virtual or augmented reality based on the feature set to enable at least one of responding additionally received input from the user and the at least one intended task is performed according to the user intent.;5
699;11915137;2023;2024;"BEIHANG UNIVERSITY;XICHENG DISTRICT BUREAU OF SCIENCE AND TECHNOLOGY AND INFORMATION TECHNOLOGY OF BEIJING MUNICIPALITY";BEIHANG UNIVERSITY;G06N3/08,G06N3/044,G06N3/045,G06N3/0455,G06N3/047,G06N7/01,Y04S10/50;Urban data prediction method based on a generative causal interpretation model;An urban data prediction method based on a generative causal interpretation model is provided. The generative causal interpretation model includes exogenous variables, spatio-temporal conditional parent variables, controlled causal transition functions, and spatio-temporal mixing functions. By inferring the model's exogenous variables, causal descriptors, spatio-temporal conditional parent variables, and other causal latent variables from the observation data and fitting the corresponding functions such as the controlled causal transfer function and the spatio-temporal mixing function, the invention can predict the spatio-temporal data in city level based on the model. The observation data of the urban complex system can be decomposed into causal descriptors with physical meanings. Under the influence of stable causal structure, the robustness and applicability of the model can be improved, so that the prediction results are more in line with the operation of urban complex systems.;3
700;11926332;2022;2024;Waymo LLC;Waymo LLC;B60W50/0098,B60W60/0017,B60W30/18,G05B13/048,G05D1/0088,G05D1/0212,B60W2050/0014,B60W2400/00;Assessing surprise for autonomous vehicles;Aspects of the disclosure provide for controlling an autonomous vehicle. For instance, a first probability distribution may be generated for the vehicle at a first future point in time using a generative model for predicting expected behaviors of objects and a set of characteristics for the vehicle at an initial time expected to be perceived by an observer. Planning system software of the vehicle may be used to generate a trajectory for the vehicle to follow. A second probability distribution may be generated for a second future point in time using the generative model based on the trajectory and a set of characteristics for the vehicle at the first future point expected to be perceived by the observer. A surprise assessment may be generated by comparing the first probability distribution to the second probability distribution. The vehicle may be controlled based on the surprise assessment.;3
701;2016164519;2015;;Finger Wave, LLC;Finger Wave, LLC;H03K17/94,A61M37/0076,H03K17/945;TOUCHLESS ON/OFF TATTOO COMPONENT FOR HANDHELD TATTOO MACHINES AND TATTOO POWER SUPPLIES;"The invention consists of a touchless on/off tattoo component that manipulates the operation of hand held tattoo machines and tattoo power supplies through the use of motion with any body part; such as but not limited to a finger, fingers, hand, hands, arm and arms. The touchless on/off tattoo component includes a housing for retaining the interior electronic components needed to operate a hand held tattoo machine and a tattoo power supply. A sensor enables touchless activation through the use of motion with any body part across the face of the sensor; as well as deactivation with the use of the same motion.";0
702;2016189705;2014;;National Institute of Information and Communications Technology;National Institute of Information and Communications Technology;G10L21/0364,G10L13/086,G10L13/027,G10L25/18,G10L13/10;QUANTITATIVE F0 CONTOUR GENERATING DEVICE AND METHOD, AND MODEL LEARNING DEVICE AND METHOD FOR F0 CONTOUR GENERATION;"[Object] An object is to provide an F0 contour synthesizing device based on statistic model, to clarify correspondence between linguistic information and F0 contour while maintaining accuracy. [Solution] An HMM learning device includes: a parameter estimating unit representing an F0 contour 133 fitting a continuous F0 contour 132 as a sum of phrase components and accent components and estimating target points of these; and an HMM learning means conducting learning of HMM 139 using the fitted F0 contour as training data. The continuous F0 contour may be decomposed to accent components 134, phrase components 136 and micro-prosody components 138, and separate HMMs 140, 142 and 144 may be trained. Using results of text analysis, accent components, phrase components and micro-prosody components are separately synthesized from HMMs 140, 142 and 144 and the results are synthesized to obtain an F0 contour.";0
703;2016210663;2015;;KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY;KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY;G06Q30/0251;Method and System for Determining Advertisement to Be Displayed Based on Price Bid for Peripheral Sensing Information;"An advertisement display determining method configured as a computer may include: collecting situation information from at least one sensor of a digital signage device; registering advertisement content based on setting information input from an advertiser or campaign setting information input to a campaign template selected by the advertiser; extracting the advertisement content corresponding to the situation information in response to matching between the setting information input from the advertiser or the campaign setting information input from the advertiser and the situation information; and providing the extracted advertisement content to the digital signage device, and logging the advertisement content for differentially determining a charge based on the situation information.";0
704;2016232256;2016;;AUTODESK, INC.;AUTODESK, INC.;G06F30/13,G06F30/00;MODEL BUILDER;A system and method for automatically creating a three-dimensional (3D) model for use in a design application, such as a transportation planning and design application that supports roadway, bridge or drainage design. A user at a client computer selects an area of interest (AOI) on a two-dimensional (2D) map, as well as one or more data sets to be used, and then submits a model creation request to a server computer. The server computer automatically aggregates one or more data sources to generate a 3D model of the area of interest. At least one of the data sources comprises a curated database. The server computer publishes or stores the 3D model into a database, for subsequent downloading to the client computer. The 3D model is a proprietary model owned by the user, and is fully editable by the user.;3
705;2016239865;2016;;TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED;TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED;G06Q30/0251;METHOD AND DEVICE FOR ADVERTISEMENT CLASSIFICATION;"The present disclosure provides a method and a device for advertisement classification, a server and a storage medium in the field of information technologies. The method includes: obtaining, according to text information of an advertisement to be classified, a plurality of feature words of the text information; acquiring a Term Frequency-Inverse Document Frequency value of each feature word from the plurality of feature words as a weight value of the feature word, according to statistical information of the feature word in the text information and statistical information of the feature word in known product titles; and acquiring a category of the advertisement according to the weight values of the plurality of feature words, classification information of the advertisement and a preset classification model. Accordingly, selecting the data from the advertisement in a manner of manual labeling is avoided, so that the time taken for advertisement classification is reduced.";0
707;2016283469;2016;;Babelman LLC;Babelman LLC;H04R1/02,H04R2201/023,H04S2420/01,G10L13/00,G10L21/0208,H04R29/001,G10L15/26,G10L2021/02087,H04S7/00,G06F40/58;WEARABLE TRANSLATION DEVICE;A wearable translation device that provides real-time language translation without a network connection is provided. The wearable translation device picks up speech from a user in a first language using a microphone facing the user, translates it into a second language, and outputs synthesized speech in the second language through a speaker facing the listener. The use of large speakers allows for greater comprehensibility than with existing systems. In some embodiments, noise cancellation signals are output through a speaker facing the user to reduce the amount of the user's voice and ambient background noise that is audible to the listener. In some embodiments, the wearable translation device provides two-way translation.;1
708;2016307239;2016;;Yahoo Japan Corporation;Yahoo Japan Corporation;G06Q30/0276;GENERATION APPARATUS, GENERATION METHOD, AND NON-TRANSITORY COMPUTER READABLE STORAGE MEDIUM;A generation apparatus includes an acquiring unit that acquires a first content to he displayed in a display area included in a predetermined content, and a second content that is provided by a provider different from a provider of the first content. The generation apparatus includes a generating unit that generates a third content, in which the first content and the second content arc superimposed such that at least a part of the second content is visible.;4
709;2016328014;2015;;King's Metal Fiber Technologies Co., Ltd.;King's Metal Fiber Technologies Co., Ltd.;G06F3/015,G10L13/033,G06F3/011,G06F3/0304,G06F3/017,G06F3/0321,G06F3/167,G10L21/003;SITUATIONAL SIMULATION SYSTEM;A situational simulation system is provided, using an intelligent system connected to an input unit and an interactive display interface. The input unit receives dynamic images and audio and transforms the dynamic images and audio into action signals and speech signals and transmits the action signals and the speech signals to the intelligent system so that the intelligent system performs computation and analysis based on the input dynamic action signals and speech signals to simulate the dynamic images and audio. Then, the interactive display interface displays the simulated dynamic images and audio from the intelligent system and interacts with the users. As such, the situational intelligent system is used to generate simulated images and audio so that the users can interact through the interactive display interface to achieve a realistic effect of situational simulation for practical application.;6
710;2016371887;2014;;SNECMA;SNECMA;G06T15/20,G06T7/70,G06T7/0004,G06T2207/30108,G06T19/006,G06T2200/04;AUGMENTED REALITY METHOD AND SYSTEM FOR MONITORING;"A method for displaying image for the supervision of a device (20) by means of a system comprising a display (14) and cameras (24). The method comprises the following steps: a0) a state parameter of the device is acquired; a1) an active camera is selected; a2) acquired image parameters and synthesis image parameters are determined; b2) a camera image is acquired according to the acquired image parameters; c) a synthesis image of the device is calculated according to the synthesis image parameters; d) the acquired image and the synthesis image are combined realistically to form a supervision image which is displayed. At step a2), the image parameters are determined, and/or at step c), the synthesis image is calculated, and/or at step d), the supervision image is formed, as a function of the state parameter of the device. A supervision system for carrying out the method.";2
711;2016379252;2015;;INTERNATIONAL BUSINESS MACHINES CORPORATION;INTERNATIONAL BUSINESS MACHINES CORPORATION;G06F16/951,G06Q30/0255,G06Q50/01,H04L67/53,H04L67/535;DYNAMIC GENERATION OF ADVERTISEMENT BASED UPON USER NEED;"Provided are techniques for the generation of advertising content based upon users' needs and use cases. The techniques include monitoring social media to generate a history of user interest; identifying a current interest of a user based upon information derived from a group of sources, the first group of sources comprising: social media data corresponding to the user; communications to and from the user; interactions between the user and other users; calendar entries of the user; and a location corresponding to the user; predicting a user case corresponding to a product such that the use case conforms to the current interest; generating an advertisement based upon the use case and a second group of sources, the second group of sources comprising literature corresponding to the product; user feedback with respect to the product; user ratings of the product; and blogs referencing the product; and displaying the advertisement to the user.";1
712;2016379611;2015;;MEDIALAB SOLUTIONS CORP.;MEDIALAB SOLUTIONS CORP.;G10H1/0066,G10H2240/181,G10H2220/096,G10H2210/145,G10H2210/576,H04M19/02,G10H2210/125,G10H2240/251,G10H1/0025,G10H2230/021,H04W4/14,G10H2250/211;Systems and Method for Music Remixing;Systems and methods for creating, modifying, interacting with and playing music are provided, preferably employing a top-down process, where the user is provided with a musical composition that may be modified and interacted with and played and/or stored (for later play). The system preferably is provided in a handheld form factor, and a graphical display is provided to display status information, graphical representations of musical lanes or components which preferably vary in shape as musical parameters and the like are changed for particular instruments or musical components such as a microphone input or audio samples. An interactive auto-composition process preferably employs musical rules and a pseudo random number generator, which may also incorporate randomness introduced by timing of user input or the like. The user may quickly begin creating desirable music in accordance with one or a variety of musical styles, with the user modifying the auto-composed (or previously created) musical composition, either for a real time performance and/or for storing and subsequent playback. An analysis process flow also is disclosed for using pre-existing music as input(s) to an algorithm to derive music rules that may be used as part of a music style in a subsequent auto-composition process. In addition, the present invention makes use of node-based music generation as part of a system and method to broadcast and receive music data files, which are then used to generate and play music. By incorporating the music generation process into a node/subscriber unit, bandwidth requirements are lowered, and consequently the bandwidth can preferably be used for additional features such as node-to-node and node-to-base music data transmission. The present invention is characterized by the broadcast of relatively small data files that contain various parameters sufficient to describe the music to the node/subscriber music generator. In addition, improved audio synthesis in a portable environment is provided with the present invention by performing audio synthesis in a manner that simplifies design requirements and/or minimizes cost, while still providing quality audio synthesis features targeted for a portable system (e.g., portable telephone). In addition, problems associated with the tradeoff between overall sound quality and memory requirements in a MIDI sound bank are addressed in the present invention by providing systems and methods for a reduced memory size footprint MIDI sound bank. In addition, music ringtone alert tone remixing, navigation, and purchasing capabilities are disclosed that are particularly advantageous in the context of a portable communications device, such as a cellular telephone, in connection with a communications network.;3
713;2017018270;2016;;SAMSUNG ELECTRONICS CO., LTD.;SAMSUNG ELECTRONICS CO., LTD.;G10L15/065,G10L15/063,G10L13/00,G10L25/30;SPEECH RECOGNITION APPARATUS AND METHOD;A speech recognition apparatus includes a converter configured to convert a captured user speech signal into a standardized speech signal format, one or more processing devices configured to apply the standardized speech signal to an acoustic model, and recognize the user speech signal based on a result of application to the acoustic model.;0
714;2017032245;2016;;The Board of Trustees of the Leland Stanford Junior University;The Board of Trustees of the Leland Stanford Junior University;G06N3/044,G06N3/08,G06N3/045;Systems and Methods for Providing Reinforcement Learning in a Deep Learning System;Systems and methods for providing reinforcement learning for a deep learning network are disclosed. A reinforcement learning process that provides deep exploration is provided by a bootstrap that applied to a sample of observed and artificial data to facilitate deep exploration via a Thompson sampling approach.;0
715;2017060523;2016;;SAMSUNG ELECTRONICS CO., LTD.;SAMSUNG ELECTRONICS CO., LTD.;G11B27/34,G11B27/105,G06F3/167,G11B27/031,G06F3/165;ELECTRONIC DEVICE AND CONTROLLING METHOD THEREOF;"An electronic device and a controlling method thereof are provided. The electronic device may include a microphone configured to receive sound and generate an audio signal based on the sound; a communicator configured to perform communication with an external device; and a controller configured to control the communicator to transmit the audio signal to external device and receive information regarding music content corresponding to the audio signal from the external device.";0
716;2017068514;2016;;SAMSUNG ELECTRONICS CO., LTD.;SAMSUNG ELECTRONICS CO., LTD.;G06F2200/1637,G06F2203/04802,G06F1/1694,G06F3/0485,G06F3/167,G06F3/0346,G06F3/165,G06F3/0482,G06F3/04842,G06F3/0486,G06F3/0488;ELECTRONIC DEVICE AND METHOD FOR CONTROLLING THE SAME;An electronic device and a method of controlling the same, in which the electronic device includes a display configured to display a polyhedral user interaction (UI), a sensor configured to sense a user interaction with respect to the polyhedral UI, an audio outputter configured to reproduce music content, and while an image of a first music content is being displayed on a first face of a plurality of faces of the polyhedral UI, a controller is configured to control the audio outputter to reproduce a second music content which is in the same category as the first music content in response to the user interaction sensed by the sensor being a first interaction, and control the audio outputter to reproduce a third music content which is in a different category from the first music content, in response to the user interaction sensed by the sensor being a second interaction.;0
